"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"HPE","Hewlett Packard Enterprise Company","15.23","$26.54B","2015","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/hpe",
"HXL","Hexcel Corporation","42.46","$3.96B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/hxl",
"HFFC","HF Financial Corp.","17.39","$122.73M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hffc",
"HF","HFF, Inc.","26.64","$1.01B","2007","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/hf",
"HGG","HHGregg, Inc.","2.02","$55.97M","2007","Consumer Services","Consumer Electronics/Video Chains","http://www.nasdaq.com/symbol/hgg",
"HIBB","Hibbett Sports, Inc.","37.35","$851.07M","1996","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/hibb",
"HCLP","Hi-Crush Partners LP","4.77","$176.79M","2012","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/hclp",
"ONE           ","Higher One Holdings, Inc.","4.03","$193.36M","2010","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/one           ",
"HPJ","Highpower International Inc","2.2","$33.22M","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hpj",
"HIHO","Highway Holdings Limited","4.11","$15.63M","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/hiho",
"HIW","Highwoods Properties, Inc.","45.64","$4.39B","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hiw",
"HIL","Hill International, Inc.","3.35","$172.72M","n/a","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/hil",
"HI","Hillenbrand Inc","28.84","$1.82B","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/hi",
"HLM^","Hillman Group Capital Trust","31.46","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hlm^",
"HRC","Hill-Rom Holdings Inc","46.72","$3.05B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/hrc",
"HTH","Hilltop Holdings Inc.","18.04","$1.77B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hth",
"HLT","Hilton Worldwide Holdings Inc.","20.94","$20.69B","2013","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/hlt",
"HIMX","Himax Technologies, Inc.","9.73","$1.67B","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/himx",
"HIFS","Hingham Institution for Savings","116.44","$247.87M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hifs",
"HSGX","Histogenics Corporation","2.55","$33.85M","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/hsgx",
"HMG","HMG/Courtland Properties, Inc.","9.48","$9.82M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hmg",
"HMNF","HMN Financial, Inc.","11.14","$49.94M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hmnf",
"HMSY","HMS Holdings Corp","13.87","$1.17B","1992","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/hmsy",
"HNI","HNI Corporation","35.64","$1.57B","n/a","Consumer Durables","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/hni",
"HMLP","Hoegh LNG Partners LP","16.78","$441.52M","2014","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/hmlp",
"HEP","Holly Energy Partners, L.P.","30.19","$1.77B","2004","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/hep",
"HFC","HollyFrontier Corporation","35.1","$6.2B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/hfc",
"HOLI","Hollysys Automation Technologies, Ltd.","18.94","$1.12B","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/holi",
"HOLX","Hologic, Inc.","34.64","$9.83B","1990","Health Care","Medical Electronics","http://www.nasdaq.com/symbol/holx",
"HBCP","Home Bancorp, Inc.","25.39","$183.67M","n/a","Finance","Banks","http://www.nasdaq.com/symbol/hbcp",
"HOMB","Home BancShares, Inc.","41.28","$2.9B","2006","Finance","Major Banks","http://www.nasdaq.com/symbol/homb",
"HD","Home Depot, Inc. (The)","126.72","$160.67B","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/hd",
"HFBL","Home Federal Bancorp, Inc. of Louisiana","22.75","$45.59M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hfbl",
"HMIN","Homeinns Hotel Group","35","$1.69B","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/hmin",
"HMST","HomeStreet, Inc.","19.43","$428.95M","2012","Finance","Banks","http://www.nasdaq.com/symbol/hmst",
"HTBI","HomeTrust Bancshares, Inc.","18.31","$336.26M","2012","Finance","Savings Institutions","http://www.nasdaq.com/symbol/htbi",
"HMC","Honda Motor Company, Ltd.","27.55","$49.65B","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/hmc",
